t	gamma	gamma_r	gamma_d	beta	N	S	S_	I	I_	R	R_	D	D_	∆S(t)	∆S_(t)	∆I(t)	∆I_(t)	∆R(t)	∆R_(t)	∆D(t)	∆D_(t)
221	0.057538171901604394	0.05546173119782943	0.002076440703774969	0.0649209434302741	46289333	44317037	44317037.0	144478	144478.0	1756629	1756629.0	71189	71189.0	-9297	-9297.0	-1564	-1564.0	10554	10554.0	307	307.0
222	0.06658169416790106	0.06450790588721624	0.0020737882806848326	0.06346966878408512	46289333	44308057	44308057.0	145145	145145.0	1764642	1764642.0	71489	71489.0	-8980	-8980.0	667	667.0	8013	8013.0	300	299.99999999999994
223	0.08926603787968039	0.08709000062370495	0.00217603725597544	0.06480310926163362	46289333	44299239	44299239.0	144299	144299.0	1774005	1774005.0	71790	71790.0	-8818	-8818.0	-846	-846.0	9363	9363.0	301	301.0
224	0.09277821710231036	0.09082619134126967	0.0019520257610407005	0.05992324847189332	46289333	44290290	44290290.0	140367	140367.0	1786572	1786572.0	72104	72104.0	-8949	-8948.999999999998	-3932	-3932.000000000002	12567	12567.0	314	314.00000000000006
225	0.09667484046324745	0.09439257858662255	0.0022822618766249114	0.06767219115319012	46289333	44282242	44282242.0	135392	135392.0	1799321	1799321.0	72378	72378.0	-8048	-8048.0	-4975	-4975.0	12749	12749.0	274	274.0
226	0.0923947874385815	0.08996856593523972	0.002426221503341777	0.07032539845350275	46289333	44273477	44273477.0	131068	131068.0	1812101	1812101.0	72687	72687.0	-8765	-8765.0	-4324	-4324.0	12780	12780.0	309	309.0
227	0.06636717955139543	0.06393319454662137	0.002433985004774054	0.07339676004370448	46289333	44264661	44264661.0	127774	127774.0	1823893	1823893.0	73005	73005.0	-8816	-8816.0	-3294	-3294.0	11792	11792.0	318	318.0
228	0.04481452027880432	0.0423664062621821	0.0024481140166222265	0.07920765543730474	46289333	44255693	44255693.0	128262	128262.0	1832062	1832062.0	73316	73316.0	-8968	-8968.000000000002	488	488.0000000000018	8169	8168.999999999999	311	311.0
229	0.058694517761122916	0.056312250901858166	0.0023822668592647493	0.07762475371565128	46289333	44245980	44245980.0	132227	132227.0	1837496	1837496.0	73630	73630.0	-9713	-9713.0	3965	3965.0	5434	5434.0	314	314.0
230	0.0849065737244651	0.08315646015326526	0.0017501135711998333	0.06276440410007755	46289333	44236169	44236169.0	134277	134277.0	1844942	1844942.0	73945	73945.0	-9811	-9811.0	2050	2050.0	7446	7446.0	315	315.0
231	0.09338577866035286	0.09128541968991064	0.002100358970442221	0.07139898522150243	46289333	44228115	44228115.0	130930	130930.0	1856108	1856108.0	74180	74180.0	-8054	-8054.0	-3347	-3347.0	11166	11166.0	235	235.0
232	0.09516198534884632	0.09335997179457045	0.0018020135542758647	0.06844264220637168	46289333	44219183	44219183.0	127635	127635.0	1868060	1868060.0	74455	74455.0	-8932	-8932.0	-3295	-3295.0	11952	11952.0	275	275.0
233	0.08948269457499555	0.08784340326566209	0.0016392913093334625	0.06337848483896194	46289333	44210838	44210838.0	123834	123834.0	1879976	1879976.0	74685	74685.0	-8345	-8344.999999999998	-3801	-3801.000000000002	11916	11916.0	230	230.0
234	0.06485708820863376	0.06302755116466666	0.0018295370439671017	0.06921531543311209	46289333	44203342	44203342.0	120249	120249.0	1890854	1890854.0	74888	74888.0	-7496	-7496.0	-3585	-3585.0	10878	10878.0	203	203.0
235	0.03742587086164222	0.035615209554976	0.0018106613066662237	0.06447926093684311	46289333	44195394	44195394.0	120398	120398.0	1898433	1898433.0	75108	75108.0	-7948	-7948.0	149	148.9999999999991	7579	7579.000000000001	220	220.0
236	0.05835982612080711	0.05660805813274509	0.0017517679880620256	0.062366994140836574	46289333	44187982	44187982.0	123304	123304.0	1902721	1902721.0	75326	75326.0	-7412	-7412.000000000001	2906	2906.000000000001	4288	4288.0	218	218.0
237	0.07676854409513241	0.07461380813129309	0.0021547359638393183	0.07258201591373135	46289333	44180641	44180641.0	123449	123449.0	1909701	1909701.0	75542	75542.0	-7341	-7341.0	145	145.0	6980	6980.0	216	216.0
238	0.09740132545460482	0.09546701054487285	0.0019343149097319709	0.06891046514346874	46289333	44172089	44172089.0	122524	122524.0	1918912	1918912.0	75808	75808.0	-8552	-8552.0	-925	-925.0	9211	9211.0	266	266.0
239	0.11020084789333064	0.10829603782649372	0.0019048100668369195	0.06392253707197655	46289333	44164032	44164032.0	118647	118647.0	1930609	1930609.0	76045	76045.0	-8057	-8057.0	-3877	-3877.0	11697	11697.0	237	237.0
240	0.10683639458194454	0.10473547975320899	0.002100914828735551	0.07756644424197601	46289333	44156796	44156796.0	112808	112808.0	1943458	1943458.0	76271	76271.0	-7236	-7236.0	-5839	-5839.0	12849	12849.0	226	226.0
241	0.08416817136100749	0.08224338469153002	0.0019247866694774662	0.07309456749376352	46289333	44148449	44148449.0	109103	109103.0	1955273	1955273.0	76508	76508.0	-8347	-8347.0	-3705	-3705.0	11815	11815.0	237	237.00000000000003
242	0.04991350929077618	0.047979093428566114	0.0019344158622100701	0.07907524563902923	46289333	44140843	44140843.0	107526	107526.0	1964246	1964246.0	76718	76718.0	-7606	-7606.0	-1577	-1577.0	8973	8973.0	210	210.0
243	0.03662020368741328	0.03476107992418403	0.0018591237632292527	0.07828424305775908	46289333	44132735	44132735.0	110267	110267.0	1969405	1969405.0	76926	76926.0	-8108	-8108.0	2741	2741.0	5159	5159.0	208	208.0
244	0.060502013821543084	0.058903188041132634	0.0015988257804104527	0.0765860305357052	46289333	44124505	44124505.0	114459	114459.0	1973238	1973238.0	77131	77131.0	-8230	-8230.0	4192	4192.0	3833	3833.0000000000005	205	205.0
245	0.0927258607300026	0.09115540598843731	0.0015704547415652775	0.0784342376247397	46289333	44116149	44116149.0	115890	115890.0	1979980	1979980.0	77314	77314.0	-8356	-8355.999999999998	1431	1430.9999999999982	6742	6742.0	183	183.0
246	0.08834254483467625	0.08674334619135905	0.001599198643317195	0.08409970666235804	46289333	44107486	44107486.0	113807	113807.0	1990544	1990544.0	77496	77496.0	-8663	-8663.0	-2083	-2083.0	10564	10564.0	182	182.0
247	0.09172255543841308	0.09008354522339267	0.0016390102150204212	0.08009820882524057	46289333	44098366	44098366.0	112873	112873.0	2000416	2000416.0	77678	77678.0	-9120	-9120.0	-934	-934.0	9872	9872.0	182	182.0
248	0.0750452160924298	0.07354251212511136	0.0015027039673184382	0.0725351188072659	46289333	44089753	44089753.0	111133	111133.0	2010584	2010584.0	77863	77863.0	-8613	-8613.000000000002	-1740	-1739.9999999999982	10168	10168.0	185	185.0
249	0.042916240461297536	0.04143168795430475	0.0014845525069927855	0.06696557556392764	46289333	44082075	44082075.0	110471	110471.0	2018757	2018757.0	78030	78030.0	-7678	-7678.0	-662	-662.0	8173	8173.0	167	167.0
250	0.05022389714032365	0.048725338062513855	0.0014985590778097983	0.06639021655989584	46289333	44075030	44075030.0	112775	112775.0	2023334	2023334.0	78194	78194.0	-7045	-7045.0	2304	2304.0	4577	4577.0	164	164.0
251	0.06930147058823528	0.06810224089635854	0.0011992296918767508	0.053430746120252094	46289333	44067901	44067901.0	114240	114240.0	2028829	2028829.0	78363	78363.0	-7129	-7129.0	1465	1465.0	5495	5495.0	169	169.0
252	0.08254409902438155	0.0811618242459914	0.0013822747783901403	0.05277378780695953	46289333	44062090	44062090.0	112134	112134.0	2036609	2036609.0	78500	78500.0	-5811	-5810.999999999999	-2106	-2106.0	7780	7779.999999999999	137	137.0
253	0.0929491019343661	0.0913732248343486	0.0015758771000175097	0.047242014303089046	46289333	44056457	44056457.0	108511	108511.0	2045710	2045710.0	78655	78655.0	-5633	-5633.000000000001	-3623	-3622.999999999999	9101	9101.0	155	155.0
254	0.10794354526446216	0.10666576318438782	0.0012777820800743437	0.03530668382244549	46289333	44051578	44051578.0	103304	103304.0	2055625	2055625.0	78826	78826.0	-4879	-4879.0	-5207	-5207.0	9915	9915.0	171	171.0
255	0.08865975069020329	0.08744666610892662	0.001213084581276667	0.030804195086241656	46289333	44048107	44048107.0	95624	95624.0	2066644	2066644.0	78958	78958.0	-3471	-3471.0	-7680	-7680.0	11019	11019.0	132	132.0
256	0.06453657072340993	0.06328030328297146	0.0012562674404384708	0.03104391788656564	46289333	44045304	44045304.0	89949	89949.0	2075006	2075006.0	79074	79074.0	-2803	-2803.0	-5675	-5675.0	8362	8362.0	116	116.0
257	0.07066738862455502	0.06944620453681409	0.0012211840877409247	0.028163880454364736	46289333	44042647	44042647.0	86801	86801.0	2080698	2080698.0	79187	79187.0	-2657	-2657.0	-3148	-3148.0	5692	5692.0	113	113.00000000000001
258	0.11178051160941284	0.1105635415035003	0.001216970105912547	0.10459633073953264	46289333	44040321	44040321.0	82993	82993.0	2086726	2086726.0	79293	79293.0	-2326	-2325.9999999999995	-3808	-3808.0000000000005	6028	6028.0	106	106.0
259	0.12445257700518451	0.12320829521195487	0.0012442817932296433	0.1010290921246027	46289333	44032062	44032062.0	81975	81975.0	2095902	2095902.0	79394	79394.0	-8259	-8259.000000000002	-1018	-1017.9999999999982	9176	9176.0	101	101.0
260	0.1206262319368244	0.11888111888111888	0.0017451130557055152	0.11584972038062889	46289333	44024184	44024184.0	79651	79651.0	2106002	2106002.0	79496	79496.0	-7878	-7878.0	-2324	-2324.0	10100	10100.0	102	102.00000000000001
261	0.09913853258732032	0.09737499841408798	0.0017635341732323425	0.14045910391187352	46289333	44015408	44015408.0	78819	78819.0	2115471	2115471.0	79635	79635.0	-8776	-8776.000000000002	-832	-831.9999999999982	9469	9469.0	139	139.0
262	0.052752293577981654	0.049833194328607174	0.0029190992493744786	0.1529256237708999	46289333	44004881	44004881.0	81532	81532.0	2123146	2123146.0	79774	79774.0	-10527	-10527.0	2713	2713.0	7675	7675.0	139	139.0
263	0.036291589960037715	0.03357505275919357	0.002716537200844147	0.1441095578493833	46289333	43993028	43993028.0	89084	89084.0	2127209	2127209.0	80012	80012.0	-11853	-11853.000000000002	7552	7552.000000000002	4063	4063.0	238	238.0
264	0.0335026312568841	0.031003957083996246	0.0024986741728878553	0.13323024970438438	46289333	43980827	43980827.0	98052	98052.0	2130200	2130200.0	80254	80254.0	-12201	-12201.0	8968	8968.0	2991	2991.0	242	242.0
265	0.05058826822418571	0.04783586336875694	0.0027524048554287686	0.08594853234238309	46289333	43968415	43968415.0	107179	107179.0	2133240	2133240.0	80499	80499.0	-12412	-12412.0	9127	9127.0	3040	3040.0	245	245.0
266	0.05929036169654411	0.05665704435013166	0.0026333173464124443	0.09154287555951665	46289333	43959665	43959665.0	110507	110507.0	2138367	2138367.0	80794	80794.0	-8750	-8750.0	3328	3328.0	5127	5127.0	295	295.0
267	0.03900952783501523	0.036816892974762684	0.0021926348602525495	0.09178928948837659	46289333	43950058	43950058.0	113562	113562.0	2144628	2144628.0	81085	81085.0	-9607	-9607.0	3055	3055.0	6261	6261.0	291	291.0
268	0.01923900898100463	0.01702106209411152	0.00221794688689311	0.08353961706165268	46289333	43940161	43940161.0	119029	119029.0	2148809	2148809.0	81334	81334.0	-9897	-9897.0	5467	5467.0	4181	4181.0	249	249.00000000000003
269	0.012521992740414335	0.010921079744487945	0.0016009129959263897	0.0906982184340034	46289333	43930722	43930722.0	126178	126178.0	2150835	2150835.0	81598	81598.0	-9439	-9438.999999999998	7149	7148.999999999998	2026	2026.0000000000002	264	264.0
270	0.02962520024509261	0.028141356425191385	0.0014838438199012247	0.09102503230553245	46289333	43919861	43919861.0	135459	135459.0	2152213	2152213.0	81800	81800.0	-10861	-10860.999999999998	9281	9280.999999999998	1378	1378.0	202	202.0
271	0.10733172657095952	0.10593454189807539	0.0013971846728841385	0.0867938731427256	46289333	43908162	43908162.0	143145	143145.0	2156025	2156025.0	82001	82001.0	-11699	-11699.0	7686	7686.0	3812	3812.0	201	201.0
272	0.13483226573807375	0.13338492182909878	0.0014473439089749652	0.08153316600272711	46289333	43896377	43896377.0	139566	139566.0	2171189	2171189.0	82201	82201.0	-11785	-11784.999999999998	-3579	-3579.0000000000036	15164	15164.000000000002	200	200.0
273	0.09653410775511445	0.0950668622993941	0.0014672454557203567	0.09220714159391337	46289333	43885586	43885586.0	131539	131539.0	2189805	2189805.0	82403	82403.0	-10791	-10791.0	-8027	-8027.0	18616	18616.0	202	202.0
274	0.0838576031916526	0.08232315482584011	0.0015344483658124904	0.08783444827299977	46289333	43874087	43874087.0	130340	130340.0	2202310	2202310.0	82596	82596.0	-11499	-11499.0	-1199	-1199.0	12505	12505.0	193	193.0
275	0.07308403896791826	0.07137976831131344	0.0017042706566048164	0.08742336907329941	46289333	43863236	43863236.0	130261	130261.0	2213040	2213040.0	82796	82796.0	-10851	-10850.999999999998	-79	-79.00000000000182	10730	10730.0	200	200.0
276	0.047342091658303685	0.04562387859988444	0.001718213058419244	0.07488311052680724	46289333	43852445	43852445.0	131532	131532.0	2222338	2222338.0	83018	83018.0	-10791	-10791.0	1271	1271.0	9298	9298.0	222	222.0
277	0.03109866603285897	0.029382928785763096	0.0017157372470958732	0.06919645237041573	46289333	43843114	43843114.0	134636	134636.0	2228339	2228339.0	83244	83244.0	-9331	-9331.0	3104	3104.0	6001	6001.0	226	226.0
278	0.05550250227969527	0.05382234891184939	0.0016801533678458855	0.06721694280038293	46289333	43834290	43834290.0	139273	139273.0	2232295	2232295.0	83475	83475.0	-8824	-8823.999999999998	4637	4636.999999999998	3956	3956.0	231	231.0
279	0.08460344139935046	0.08290125918751068	0.0017021822118397812	0.07467598420957805	46289333	43825425	43825425.0	140408	140408.0	2239791	2239791.0	83709	83709.0	-8865	-8865.0	1135	1135.0	7496	7496.0	234	234.0
280	0.08474894551337608	0.08298665279944531	0.0017622927139307795	0.07621902750224221	46289333	43815498	43815498.0	138456	138456.0	2251431	2251431.0	83948	83948.0	-9927	-9927.0	-1952	-1952.0	11640	11640.0	239	239.0
281	0.0792913518297723	0.0774846208425072	0.0018067309872651068	0.08534088490008786	46289333	43805509	43805509.0	136711	136711.0	2262921	2262921.0	84192	84192.0	-9989	-9988.999999999998	-1745	-1745.0000000000018	11490	11490.0	244	244.0
282	0.08660307350707024	0.08475517120486152	0.001847902302208718	0.09388353672020634	46289333	43794468	43794468.0	136912	136912.0	2273514	2273514.0	84439	84439.0	-11041	-11041.000000000002	201	201.00000000000182	10593	10593.0	247	247.0
283	0.07993965718283583	0.07802297108208955	0.0019166861007462687	0.10345619819500332	46289333	43782307	43782307.0	137216	137216.0	2285118	2285118.0	84692	84692.0	-12161	-12161.0	304	304.0	11604	11604.0	253	253.0
284	0.050037945501668166	0.04811919183240975	0.001918753669258416	0.10230277460461465	46289333	43768880	43768880.0	139674	139674.0	2295824	2295824.0	84955	84955.0	-13427	-13427.0	2458	2458.0	10706	10706.0	263	263.0
285	0.061355987851924816	0.0595091520971846	0.0018468357547402117	0.09763883801781484	46289333	43755369	43755369.0	146196	146196.0	2302545	2302545.0	85223	85223.0	-13511	-13510.999999999998	6522	6521.999999999998	6721	6721.0	268	268.0
286	0.078304659664674	0.07642699327888322	0.0018776663857907761	0.09270179362963701	46289333	43741876	43741876.0	150719	150719.0	2311245	2311245.0	85493	85493.0	-13493	-13493.0	4523	4523.0	8700	8700.0	270	270.0
287	0.0882461214830397	0.08635945306337102	0.0018866684196686826	0.0932118281420795	46289333	43728673	43728673.0	152120	152120.0	2322764	2322764.0	85776	85776.0	-13203	-13203.0	1401	1401.0	11519	11519.0	283	283.0
288	0.06363953159621542	0.0617130533693644	0.00192647822685103	0.09639114142688654	46289333	43715278	43715278.0	152091	152091.0	2335901	2335901.0	86063	86063.0	-13395	-13395.0	-29	-29.0	13137	13137.0	287	287.0
289	0.05561990822811138	0.05376399137318648	0.0018559168549248993	0.09492877247015981	46289333	43701433	43701433.0	156257	156257.0	2345287	2345287.0	86356	86356.0	-13845	-13845.0	4166	4166.0	9386	9386.0	293	293.0
290	0.043411524416661504	0.041641393823110724	0.001770130593550783	0.09120048865778789	46289333	43687429	43687429.0	161570	161570.0	2353688	2353688.0	86646	86646.0	-14004	-14004.0	5313	5313.0	8401	8401.0	290	290.0
291	0.033461353531636026	0.03175771534402213	0.0017036381876138974	0.08438237035033204	46289333	43673522	43673522.0	168463	168463.0	2360416	2360416.0	86932	86932.0	-13907	-13907.0	6893	6893.0	6728	6728.0	286	286.0
292	0.055164039537443685	0.05352421157752585	0.0016398279599178383	0.08274191377937619	46289333	43660110	43660110.0	176238	176238.0	2365766	2365766.0	87219	87219.0	-13412	-13412.0	7775	7775.0	5350	5350.0	287	287.0
293	0.08064569811948744	0.07905918899428635	0.0015865091252010872	0.07501596826646452	46289333	43646356	43646356.0	180270	180270.0	2375199	2375199.0	87508	87508.0	-13754	-13754.0	4032	4032.0	9433	9433.0	289	289.0
294	0.09261386238465288	0.09129721037857948	0.0013166520060734076	0.05917036310641165	46289333	43633605	43633605.0	178483	178483.0	2389451	2389451.0	87794	87794.0	-12751	-12751.0	-1787	-1787.0	14252	14252.0	286	286.0
295	0.08985038508969914	0.08815761919166065	0.0016927658980384857	0.07999591982692289	46289333	43623650	43623650.0	171908	171908.0	2405746	2405746.0	88029	88029.0	-9955	-9955.000000000002	-6575	-6574.999999999998	16295	16295.0	235	235.0
296	0.09095040785730307	0.08913836455714134	0.0018120433001617264	0.08321743650175388	46289333	43610690	43610690.0	169422	169422.0	2420901	2420901.0	88320	88320.0	-12960	-12960.0	-2486	-2486.0	15155	15155.0	291	291.0
297	0.06804705432287682	0.06624187069625095	0.0018051836266258607	0.09127545155947962	46289333	43597407	43597407.0	167296	167296.0	2436003	2436003.0	88627	88627.0	-13283	-13283.0	-2126	-2126.0	15102	15102.0	307	307.0
298	0.04438794085522684	0.04269087577953422	0.0016970650756926258	0.08802044247979282	46289333	43583025	43583025.0	170294	170294.0	2447085	2447085.0	88929	88929.0	-14382	-14382.0	2998	2998.0	11082	11082.0	302	302.0
299	0.05054623179227359	0.048793314032389394	0.0017529177598841943	0.08758541483904103	46289333	43568912	43568912.0	176848	176848.0	2454355	2454355.0	89218	89218.0	-14113	-14113.0	6554	6554.0	7270	7270.0	289	289.0
300	0.0797422296260576	0.07799964929200824	0.0017425803340493623	0.0953957752200014	46289333	43554333	43554333.0	182488	182488.0	2462984	2462984.0	89528	89528.0	-14579	-14579.0	5640	5640.0	8629	8629.0	310	310.0
301	0.09363809978515159	0.0916306777490831	0.002007422036068491	0.11159405614480701	46289333	43537953	43537953.0	184316	184316.0	2477218	2477218.0	89846	89846.0	-16380	-16380.0	1828	1828.0	14234	14234.0	318	318.0
302	0.09092664817626325	0.0892743142545989	0.001652333921664351	0.09253873459025413	46289333	43518607	43518607.0	186403	186403.0	2494107	2494107.0	90216	90216.0	-19346	-19346.000000000004	2087	2087.0000000000036	16889	16889.0	370	370.0
303	0.08278621863403547	0.08137512050885706	0.0014110981251784069	0.08258243985360904	46289333	43502390	43502390.0	185671	185671.0	2510748	2510748.0	90524	90524.0	-16217	-16217.0	-732	-732.0	16641	16641.0	308	308.0
304	0.05590926316929241	0.05470196524281306	0.001207297926479346	0.06460492577511637	46289333	43487980	43487980.0	184710	184710.0	2525857	2525857.0	90786	90786.0	-14410	-14410.0	-961	-961.0	15109	15109.0	262	262.0
305	0.03317995193810144	0.03189758289599879	0.0012823690421026543	0.06896622470125556	46289333	43476769	43476769.0	185594	185594.0	2535961	2535961.0	91009	91009.0	-11211	-11211.0	884	884.0	10104	10104.0	223	222.99999999999997
306	0.03502595869590197	0.03388210469136834	0.0011438540045336314	0.06310659519635613	46289333	43464747	43464747.0	191458	191458.0	2541881	2541881.0	91247	91247.0	-12022	-12022.0	5864	5864.000000000001	5920	5919.999999999999	238	238.00000000000003
307	0.04169875112826815	0.040530961717925314	0.0011677894103428405	0.06436768492466313	46289333	43453402	43453402.0	196097	196097.0	2548368	2548368.0	91466	91466.0	-11345	-11344.999999999998	4639	4638.999999999998	6487	6487.0	219	219.0
308	0.08736090184162708	0.08627464721753625	0.0010862546240908248	0.05640633219854152	46289333	43441553	43441553.0	199769	199769.0	2556316	2556316.0	91695	91695.0	-11849	-11848.999999999998	3672	3671.999999999998	7948	7948.0	229	228.99999999999997
309	0.12426124463430314	0.12284076063289302	0.0014204840014101156	0.06915644372363851	46289333	43430978	43430978.0	192892	192892.0	2573551	2573551.0	91912	91912.0	-10575	-10575.0	-6877	-6877.0	17235	17235.0	217	217.0
310	0.11579649358737647	0.11429736715921053	0.0014991264281659401	0.07077545143357354	46289333	43418462	43418462.0	181439	181439.0	2597246	2597246.0	92186	92186.0	-12516	-12516.0	-11453	-11453.0	23695	23695.0	274	274.0
311	0.0777972332061644	0.07613901225691988	0.0016582209492445239	0.07881544551810635	46289333	43406417	43406417.0	172474	172474.0	2617984	2617984.0	92458	92458.0	-12045	-12045.0	-8965	-8965.0	20738	20738.0	272	272.0
312	0.04902126272533076	0.0473856684691187	0.0016355942562120568	0.08026413812989369	46289333	43393670	43393670.0	171803	171803.0	2631116	2631116.0	92744	92744.0	-12747	-12746.999999999998	-671	-671.0000000000018	13132	13132.0	286	286.0
313	0.0725264877373687	0.07092701408898065	0.0015994736483880482	0.07939856438751139	46289333	43380743	43380743.0	176308	176308.0	2639257	2639257.0	93025	93025.0	-12927	-12927.000000000002	4505	4505.000000000002	8141	8141.0	281	281.0
314	0.10087749094202898	0.09921875	0.0016587409420289855	0.07997425140417358	46289333	43367624	43367624.0	176640	176640.0	2651762	2651762.0	93307	93307.0	-13119	-13119.0	332	331.9999999999982	12505	12505.000000000002	282	282.0
315	0.10890059050541684	0.10694773794578509	0.0019528525596317478	0.09739560301640977	46289333	43354389	43354389.0	172056	172056.0	2669288	2669288.0	93600	93600.0	-13235	-13235.0	-4584	-4584.0	17526	17526.0	293	293.0
316	0.08146070739702037	0.07968570650951992	0.0017750008875004437	0.09544334360800108	46289333	43338694	43338694.0	169014	169014.0	2687689	2687689.0	93936	93936.0	-15695	-15695.0	-3042	-3042.0	18401	18401.0	336	336.0
317	0.04779599528027755	0.04564159460871505	0.002154400671562498	0.11595962967349298	46289333	43323591	43323591.0	170349	170349.0	2701157	2701157.0	94236	94236.0	-15103	-15103.0	1335	1335.0	13468	13468.0	300	300.0
318	0.030249868563048232	0.027892304712360608	0.002357563850687623	0.12263543143200306	46289333	43305103	43305103.0	180695	180695.0	2708932	2708932.0	94603	94603.0	-18488	-18488.000000000004	10346	10346.000000000004	7775	7775.0	367	367.0
319	0.03382833231271688	0.031634006940191875	0.002194325372525005	0.11649274430366607	46289333	43284372	43284372.0	195960	195960.0	2713972	2713972.0	95029	95029.0	-20731	-20730.999999999996	15265	15264.999999999996	5040	5040.0	426	426.0
320	0.05475680781480655	0.05273475509903786	0.0020220527157686886	0.10951058218635304	46289333	43263026	43263026.0	210677	210677.0	2720171	2720171.0	95459	95459.0	-21346	-21345.999999999996	14717	14716.999999999996	6199	6199.0	430	430.0
321	0.07303900246483978	0.07117677975931565	0.001862222705524141	0.10434007118850139	46289333	43241463	43241463.0	220704	220704.0	2731281	2731281.0	95885	95885.0	-21563	-21563.000000000004	10027	10027.000000000004	11110	11110.0	426	426.0
322	0.08775475904040762	0.08589271813742835	0.0018620409029792655	0.10290668016690027	46289333	43219951	43219951.0	226096	226096.0	2746990	2746990.0	96296	96296.0	-21512	-21512.000000000004	5392	5392.000000000004	15709	15709.0	411	411.0
323	0.07375679338886476	0.07184872290868896	0.0019080704801758056	0.10161921738845643	46289333	43198227	43198227.0	227979	227979.0	2766410	2766410.0	96717	96717.0	-21724	-21724.000000000004	1883	1883.0000000000036	19420	19420.0	421	421.0
324	0.04909701697711183	0.04716819025362568	0.0019288267234861504	0.10117881172054762	46289333	43176607	43176607.0	232784	232784.0	2782790	2782790.0	97152	97152.0	-21620	-21620.000000000004	4805	4805.000000000004	16380	16380.0	435	435.0
325	0.03231904785389029	0.03045733261001792	0.0018617152438723677	0.09963578994647732	46289333	43154638	43154638.0	243324	243324.0	2793770	2793770.0	97601	97601.0	-21969	-21969.000000000004	10540	10540.000000000004	10980	10980.0	449	449.0
326	0.03384070494687323	0.032077562756236876	0.0017631421906363588	0.09411539076520166	46289333	43132036	43132036.0	258062	258062.0	2801181	2801181.0	98054	98054.0	-22602	-22602.0	14738	14738.0	7411	7411.0	453	453.0
327	0.05252242976908369	0.05083468157081924	0.0016877481982644506	0.08926582344406976	46289333	43109405	43109405.0	271960	271960.0	2809459	2809459.0	98509	98509.0	-22631	-22631.0	13898	13898.0	8278	8278.0	455	455.0
328	0.08081060349287332	0.0791230354817418	0.0016875680111315269	0.09021691528031638	46289333	43086796	43086796.0	280285	280285.0	2823284	2823284.0	98968	98968.0	-22609	-22608.999999999996	8325	8324.999999999996	13825	13825.0	459	459.0
329	0.09195439090663367	0.09026147696072155	0.0016929139459121107	0.0890410134383657	46289333	43063259	43063259.0	281172	281172.0	2845461	2845461.0	99441	99441.0	-23537	-23537.0	887	887.0	22177	22177.0	473	473.0
330	0.08806997645437317	0.08637942916212026	0.0016905472922529145	0.08815266267479635	46289333	43039968	43039968.0	278608	278608.0	2870840	2870840.0	99917	99917.0	-23291	-23290.999999999996	-2564	-2564.0000000000036	25379	25379.0	476	476.0
331	0.08026521539722724	0.07862206444763044	0.001643150949596796	0.0820650657562378	46289333	43017132	43017132.0	276907	276907.0	2894906	2894906.0	100388	100388.0	-22836	-22836.000000000004	-1701	-1700.9999999999964	24066	24066.0	471	471.0
332	0.059347568337811234	0.05775582942650263	0.001591738911308598	0.0833525594953832	46289333	42996014	42996014.0	275799	275799.0	2916677	2916677.0	100843	100843.0	-21118	-21118.0	-1108	-1108.0	21771	21771.0	455	455.0
333	0.040650464413926723	0.03906561627443159	0.001584848139495128	0.08120372160835519	46289333	42974661	42974661.0	280784	280784.0	2932606	2932606.0	101282	101282.0	-21353	-21352.999999999996	4985	4984.999999999996	15929	15929.0	439	439.0
334	0.05326325644149819	0.051721289469880014	0.0015419669716181703	0.0784457339813158	46289333	42953493	42953493.0	290538	290538.0	2943575	2943575.0	101727	101727.0	-21168	-21168.0	9754	9754.0	10969	10969.0	445	445.0
335	0.07736013395811109	0.07589496711814511	0.0014651668399659702	0.07386884864455091	46289333	42932344	42932344.0	296212	296212.0	2958602	2958602.0	102175	102175.0	-21149	-21149.0	5674	5674.0	15027	15027.0	448	448.0
336	0.09246877458777687	0.09099052763879002	0.0014782469489868558	0.07627203808160078	46289333	42912050	42912050.0	293591	293591.0	2981083	2981083.0	102609	102609.0	-20294	-20293.999999999996	-2621	-2621.0000000000036	22481	22481.0	434	433.99999999999994
337	0.08982179789834333	0.08828629327093822	0.0015355046274051016	0.08086236333713596	46289333	42891291	42891291.0	287202	287202.0	3007797	3007797.0	103043	103043.0	-20759	-20759.0	-6389	-6389.0	26714	26714.0	434	434.0
338	0.08792113783206797	0.08637655342070662	0.001544584411361355	0.08745021234960694	46289333	42869772	42869772.0	282924	282924.0	3033153	3033153.0	103484	103484.0	-21519	-21519.0	-4278	-4277.999999999996	25356	25355.999999999996	441	441.0
339	0.06410096703124611	0.06254560208995491	0.001555364941291202	0.08642734199794459	46289333	42846858	42846858.0	280963	280963.0	3057591	3057591.0	103921	103921.0	-22914	-22913.999999999996	-1961	-1961.0000000000036	24438	24438.0	437	437.0
340	0.04518095505027502	0.043646428196055076	0.001534526854219949	0.08433171384769053	46289333	42824381	42824381.0	285430	285430.0	3075164	3075164.0	104358	104358.0	-22477	-22477.0	4467	4467.0	17573	17573.0	437	436.99999999999994
341	0.06249257979057201	0.061006841857104574	0.0014857379334674342	0.08115367905617418	46289333	42802112	42802112.0	294803	294803.0	3087622	3087622.0	104796	104796.0	-22269	-22268.999999999996	9373	9372.999999999996	12458	12458.0	438	438.0
